Record.ID,s,word,accuracy,cognate,diff,subject,L2AoA,Language
BUBA080,spa,comb,1,0,1,subject10,10,0
BUBA080,spa,flower,1,1,1,subject10,10,0
BUBA080,spa,helicopter,1,1,2,subject10,10,0
BUBA080,spa,broom,1,0,2,subject10,10,0
BUBA080,spa,octopus,1,0,2,subject10,10,0
BUBA080,spa,mushroom,0,0,2,subject10,10,0
BUBA080,spa,hanger,1,0,2,subject10,10,0
BUBA080,spa,wheelchair,1,0,2,subject10,10,0
BUBA080,spa,camel,1,1,2,subject10,10,0
BUBA080,spa,mask,1,1,2,subject10,10,0
BUBA080,spa,racquet,0,1,3,subject10,10,0
BUBA080,spa,snail,1,0,3,subject10,10,0
BUBA080,spa,volcano,0,1,3,subject10,10,0
BUBA080,spa,seahorse,1,0,3,subject10,10,0
BUBA080,spa,dart,0,1,3,subject10,10,0
BUBA080,spa,canoe,1,1,3,subject10,10,0
BUBA080,spa,wreath,0,0,3,subject10,10,0
BUBA080,spa,beaver,0,0,3,subject10,10,0
BUBA080,spa,harmonica,1,1,3,subject10,10,0
BUBA080,spa,rhinoceros,1,1,4,subject10,10,0
BUBA080,spa,acorn,0,0,4,subject10,10,0
BUBA080,spa,igloo,1,1,4,subject10,10,0
BUBA080,spa,stilts,0,0,4,subject10,10,0
BUBA080,spa,dominos,1,1,4,subject10,10,0
BUBA080,spa,harp,0,1,4,subject10,10,0
BUBA080,spa,hammock,1,1,4,subject10,10,0
BUBA080,spa,knocker,0,0,4,subject10,10,0
BUBA080,spa,pyramid,0,1,5,subject10,10,0
BUBA080,spa,muzzle,0,0,5,subject10,10,0
BUBA080,spa,unicorn,0,1,5,subject10,10,0
BUBA080,spa,funnel,0,0,5,subject10,10,0
BUBA080,spa,accordion,1,1,5,subject10,10,0
BUBA080,spa,noose,0,0,5,subject10,10,0
BUBA080,spa,asparagus,0,1,5,subject10,10,0
BUBA080,spa,compass,0,1,5,subject10,10,0
BUBA080,spa,latch,0,0,6,subject10,10,0
BUBA080,spa,tripod,0,1,6,subject10,10,0
BUBA080,spa,scroll,0,0,6,subject10,10,0
BUBA080,spa,tongs,0,0,6,subject10,10,0
BUBA080,spa,sphinx,0,1,6,subject10,10,0
BUBA080,spa,yoke,0,0,6,subject10,10,0
BUBA080,spa,trellis,0,0,6,subject10,10,0
BUBA080,spa,protractor,0,0,6,subject10,10,0
BUBA080,spa,abacus,0,1,6,subject10,10,0
BUBA083,spa,comb,1,0,1,subject11,15,0
BUBA083,spa,flower,1,1,1,subject11,15,0
BUBA083,spa,helicopter,0,1,2,subject11,15,0
BUBA083,spa,broom,1,0,2,subject11,15,0
BUBA083,spa,octopus,0,0,2,subject11,15,0
BUBA083,spa,mushroom,1,0,2,subject11,15,0
BUBA083,spa,hanger,1,0,2,subject11,15,0
BUBA083,spa,wheelchair,0,0,2,subject11,15,0
BUBA083,spa,camel,1,1,2,subject11,15,0
BUBA083,spa,mask,0,1,2,subject11,15,0
BUBA083,spa,racquet,1,1,3,subject11,15,0
BUBA083,spa,snail,0,0,3,subject11,15,0
BUBA083,spa,volcano,1,1,3,subject11,15,0
BUBA083,spa,seahorse,1,0,3,subject11,15,0
BUBA083,spa,dart,1,1,3,subject11,15,0
BUBA083,spa,canoe,1,1,3,subject11,15,0
BUBA083,spa,wreath,0,0,3,subject11,15,0
BUBA083,spa,beaver,0,0,3,subject11,15,0
BUBA083,spa,harmonica,0,1,3,subject11,15,0
BUBA083,spa,rhinoceros,1,1,4,subject11,15,0
BUBA083,spa,acorn,0,0,4,subject11,15,0
BUBA083,spa,igloo,0,1,4,subject11,15,0
BUBA083,spa,stilts,1,0,4,subject11,15,0
BUBA083,spa,dominos,0,1,4,subject11,15,0
BUBA083,spa,harp,0,1,4,subject11,15,0
BUBA083,spa,hammock,0,1,4,subject11,15,0
BUBA083,spa,knocker,0,0,4,subject11,15,0
BUBA083,spa,pyramid,1,1,5,subject11,15,0
BUBA083,spa,muzzle,0,0,5,subject11,15,0
BUBA083,spa,unicorn,0,1,5,subject11,15,0
BUBA083,spa,funnel,0,0,5,subject11,15,0
BUBA083,spa,accordion,1,1,5,subject11,15,0
BUBA083,spa,noose,1,0,5,subject11,15,0
BUBA083,spa,asparagus,0,1,5,subject11,15,0
BUBA083,spa,compass,0,1,5,subject11,15,0
BUBA083,spa,latch,0,0,6,subject11,15,0
BUBA083,spa,tripod,0,1,6,subject11,15,0
BUBA083,spa,scroll,0,0,6,subject11,15,0
BUBA083,spa,tongs,0,0,6,subject11,15,0
BUBA083,spa,sphinx,0,1,6,subject11,15,0
BUBA083,spa,yoke,0,0,6,subject11,15,0
BUBA083,spa,trellis,0,0,6,subject11,15,0
BUBA083,spa,protractor,0,0,6,subject11,15,0
BUBA083,spa,abacus,0,1,6,subject11,15,0
BUBA084,spa,comb,1,0,1,subject12,11,0
BUBA084,spa,flower,1,1,1,subject12,11,0
BUBA084,spa,helicopter,1,1,2,subject12,11,0
BUBA084,spa,broom,1,0,2,subject12,11,0
BUBA084,spa,octopus,0,0,2,subject12,11,0
BUBA084,spa,mushroom,1,0,2,subject12,11,0
BUBA084,spa,hanger,0,0,2,subject12,11,0
BUBA084,spa,wheelchair,1,0,2,subject12,11,0
BUBA084,spa,camel,0,1,2,subject12,11,0
BUBA084,spa,mask,1,1,2,subject12,11,0
BUBA084,spa,racquet,0,1,3,subject12,11,0
BUBA084,spa,snail,0,0,3,subject12,11,0
BUBA084,spa,volcano,1,1,3,subject12,11,0
BUBA084,spa,seahorse,1,0,3,subject12,11,0
BUBA084,spa,dart,0,1,3,subject12,11,0
BUBA084,spa,canoe,0,1,3,subject12,11,0
BUBA084,spa,wreath,0,0,3,subject12,11,0
BUBA084,spa,beaver,0,0,3,subject12,11,0
BUBA084,spa,harmonica,0,1,3,subject12,11,0
BUBA084,spa,rhinoceros,1,1,4,subject12,11,0
BUBA084,spa,acorn,0,0,4,subject12,11,0
BUBA084,spa,igloo,0,1,4,subject12,11,0
BUBA084,spa,stilts,0,0,4,subject12,11,0
BUBA084,spa,dominos,1,1,4,subject12,11,0
BUBA084,spa,harp,0,1,4,subject12,11,0
